,id,plant,size,number,auction,capacity,physical_guarantee,sold_lots,source,company_consortium,year,price_US$,inv_US$,gdp_growth,risk_embi,gkf,fdi,primary_energy_consumption,g,exch,inv_US$_billion,state,inv_size,physical_guarantee_size,distance_from_last_auction
605,606,EOL Serra das VAcas II,0.026,39,Leilão 9/2013,30,9.9,9.9,wind,Consórcio Serra das Vacas II : Pec Energia Ltda (51%) e Companhia Hidro Elétrica do São Francisco – Chesf (49%),2013,52.46797609,52365500,3.004846305,205,21.69376694,3.041524491,12.13,264500.8,2.342,0.0523655,PE,1342705.128,0.253846154,0.397416791
606,607,EOL Serra das VAcas III,0.026,39,Leilão 9/2013,30,11,11,wind,Consórcio Serra das Vacas III: Pec Energia Ltda (51%) e Companhia Hidro Elétrica do São Francisco – Chesf (49%),2013,52.46797609,52365500,3.004846305,205,21.69376694,3.041524491,12.13,264500.8,2.342,0.0523655,PE,1342705.128,0.282051282,0.397416791
607,608,EOL Serra das VAcas IV,0.026,39,Leilão 9/2013,30,10.5,10.5,wind,Consórcio Serra das Vacas IV: Pec Energia Ltda (51%) e Companhia Hidro Elétrica do São Francisco – Chesf (49%),2013,52.46797609,52365500,3.004846305,205,21.69376694,3.041524491,12.13,264500.8,2.342,0.0523655,PE,1342705.128,0.269230769,0.397416791
608,609,EOL Vila Pará III,0.008,119,Leilão 10/2013,30,13.9,10.5,wind,"Consórcio Voltalia:  
Voltalia Energia do Brasil Ltda. (5 % - Líder)
Voltalia S.A. (95 %)",2013,51.39624253,38805478,3.004846305,205,21.69376694,3.041524491,12.13,264500.8,2.342,0.038805478,RN,326096.4538,0.116806723,0.397416791
609,610,PCH Linha Aparecida,0.008,119,Leilão 10/2013,24.92,13.78,11.7,hydro,COOGERVA Linha Aparecida Energia S.A.,2013,58.48847139,57419535,3.004846305,205,21.69376694,3.041524491,12.13,264500.8,2.342,0.057419535,RS,482517.1008,0.115798319,0.397416791
610,611,PCH Linha Jacinto,0.008,119,Leilão 10/2013,17.41,9.87,9.3,hydro,COOGERVA Linha Jacinto Energia S.A.,2013,58.91545687,43388582,3.004846305,205,21.69376694,3.041524491,12.13,264500.8,2.342,0.043388582,RS,364609.9328,0.082941176,0.397416791
611,612,PCH Jardim,0.008,119,Leilão 10/2013,9,4.46,1.1,hydro,Hidrelétrica Jardim Ltda.,2013,59.35098207,15131085,3.004846305,205,21.69376694,3.041524491,12.13,264500.8,2.342,0.015131085,RS,127151.9748,0.037478992,0.397416791
612,613,EOL Ventos de Santa Joana II,0.015,66,Leilão 5/2013,30,14.8,14.3,wind,"Consórcio Ventos de Santa Joana II:
Companhia Hidro Elétrica do São Francisco – CHESF (49%)
Contour Global do Brasil Holding Ltda. (36%)
Salus Fundo de Investimento em Participações S.A.(14,9%)
Ventos de Santa Joana Energias Renováveis S.A. (0,1%)",2013,46.96413322,43953886,3.004846305,205,21.69376694,3.041524491,12.13,264500.8,2.342,0.043953886,PI,665967.9697,0.224242424,0.397416791
613,614,EOL Ventos de Santa Joana IX,0.015,66,Leilão 5/2013,30,15.8,13.2,wind,"Consórcio Ventos de Santa Joana IX:
Companhia Hidro Elétrica do São Francisco – CHESF (49%)
Contour Global do Brasil Holding Ltda. (36%)
Salus Fundo de Investimento em Participações S.A. (14,9%)
Ventos de Santa Joana Energias Renováveis S.A. (0,1%)",2013,46.95132365,43953886,3.004846305,205,21.69376694,3.041524491,12.13,264500.8,2.342,0.043953886,PI,665967.9697,0.239393939,0.397416791
614,615,EOL Ventos de Santa Joana VI,0.015,66,Leilão 5/2013,30,15.1,15.1,wind,"Consórcio Ventos de Santa Joana VI:
Companhia Hidro Elétrica do São Francisco – CHESF (49%)
Contour Global do Brasil Holding Ltda. (36%)
Salus Fundo de Investimento em Participações S.A.(14,9%)
Ventos de Santa Joana Energias Renováveis S.A. (0,1%)",2013,46.96413322,43953886,3.004846305,205,21.69376694,3.041524491,12.13,264500.8,2.342,0.043953886,PI,665967.9697,0.228787879,0.397416791
615,616,EOL Ventos de Santa Joana VIII,0.015,66,Leilão 5/2013,30,15.7,15.6,wind,"Consórcio Ventos de Santa Joana VIII:
Companhia Hidro Elétrica do São Francisco – CHESF (49%)
Contour Global do Brasil Holding Ltda. (36%)
Salus Fundo de Investimento em Participações S.A.(14,9%)
Ventos de Santa Joana Energias Renováveis S.A. (0,1%)",2013,46.95986336,43953886,3.004846305,205,21.69376694,3.041524491,12.13,264500.8,2.342,0.043953886,PI,665967.9697,0.237878788,0.397416791
616,617,EOL Ventos de Santa Joana X,0.015,66,Leilão 5/2013,30,16,13.6,wind,"Consórcio Ventos de Santa Joana X:
Companhia Hidro Elétrica do São Francisco – CHESF (49%)
Contour Global do Brasil Holding Ltda. (36%)
Salus Fundo de Investimento em Participações S.A. (14,9%)
Ventos de Santa Joana Energias Renováveis S.A. (0,1%)",2013,46.95132365,43953886,3.004846305,205,21.69376694,3.041524491,12.13,264500.8,2.342,0.043953886,PI,665967.9697,0.242424242,0.397416791
617,618,EOL Ventos de Santa Joana XI,0.015,66,Leilão 5/2013,30,16,14.1,wind,"Consórcio Ventos de Santa Joana XI:
Companhia Hidro Elétrica do São Francisco – CHESF (49%)
Contour Global do Brasil Holding Ltda. (36%)
Salus Fundo de Investimento em Participações S.A. (14,9%)
Ventos de Santa Joana Energias Renováveis S.A. (0,1%)",2013,46.95132365,43953886,3.004846305,205,21.69376694,3.041524491,12.13,264500.8,2.342,0.043953886,PI,665967.9697,0.242424242,0.397416791
618,619,EOL Ventos de Santa Joana XII,0.015,66,Leilão 5/2013,30,16.9,15.3,wind,"Consórcio Ventos de Santa Joana XII:
Companhia Hidro Elétrica do São Francisco – CHESF (49%)
Contour Global do Brasil Holding Ltda. (36%)
Salus Fundo de Investimento em Participações S.A. (14,9%)
Ventos de Santa Joana Energias Renováveis S.A. (0,1%)",2013,46.95132365,43953886,3.004846305,205,21.69376694,3.041524491,12.13,264500.8,2.342,0.043953886,PI,665967.9697,0.256060606,0.397416791
619,620,EOL Ventos de Santa Joana XIII,0.015,66,Leilão 5/2013,30,16,13.4,wind,"Consórcio Ventos de Santa Joana XIII:
Companhia Hidro Elétrica do São Francisco – CHESF (49%)
Contour Global do Brasil Holding Ltda. (36%)
Salus Fundo de Investimento em Participações S.A. (14,9%)
Ventos de Santa Joana Energias Renováveis S.A. (0,1%)",2013,46.95132365,43953886,3.004846305,205,21.69376694,3.041524491,12.13,264500.8,2.342,0.043953886,PI,665967.9697,0.242424242,0.397416791
620,621,EOL Ventos de Santa Joana XIV,0.015,66,Leilão 5/2013,30,14.9,14.7,wind,"Consórcio Ventos de Santa Joana XIV:
Companhia Hidro Elétrica do São Francisco – CHESF (49%)
Contour Global do Brasil Holding Ltda. (36%)
Salus Fundo de Investimento em Participações S.A. (14,9%)
Ventos de Santa Joana Energias Renováveis S.A. (0,1%)",2013,46.96413322,43953886,3.004846305,205,21.69376694,3.041524491,12.13,264500.8,2.342,0.043953886,PI,665967.9697,0.225757576,0.397416791
621,622,EOL Ventos de Santa Joana XV,0.015,66,Leilão 5/2013,30,16.2,15,wind,"Consórcio Ventos de Santa Joana XV:
Companhia Hidro Elétrica do São Francisco – CHESF (49%)
Contour Global do Brasil Holding Ltda. (36%)
Salus Fundo de Investimento em Participações S.A. (14,9%)
Ventos de Santa Joana Energias Renováveis S.A. (0,1%)",2013,46.95132365,43953886,3.004846305,205,21.69376694,3.041524491,12.13,264500.8,2.342,0.043953886,PI,665967.9697,0.245454545,0.397416791
622,623,EOL Ventos de Santa Joana XVI,0.015,66,Leilão 5/2013,30,17.4,15.3,wind,"Consórcio Ventos de Santa Joana XVI:
Companhia Hidro Elétrica do São Francisco – CHESF (49%)
Contour Global do Brasil Holding Ltda. (36%)
Salus Fundo de Investimento em Participações S.A. (14,9%)
Ventos de Santa Joana Energias Renováveis S.A. (0,1%)",2013,46.95132365,43953886,3.004846305,205,21.69376694,3.041524491,12.13,264500.8,2.342,0.043953886,PI,665967.9697,0.263636364,0.397416791
623,624,EOL Ventos de Santo Onofre I,0.015,66,Leilão 5/2013,30,16.2,16,wind,"Consórcio Ventos de Santo Onofre I:
Companhia Hidro Elétrica do São Francisco – CHESF (49%)
Contour Global do Brasil Holding Ltda. (36%)
Salus Fundo de Investimento em Participações S.A. (14,9%)
Ventos de Santo Onofre Energias Renováveis S.A. (0,1%)",2013,46.95986336,43953886,3.004846305,205,21.69376694,3.041524491,12.13,264500.8,2.342,0.043953886,PI,665967.9697,0.245454545,0.397416791
624,625,EOL Ventos de Santo Onofre II,0.015,66,Leilão 5/2013,30,16.6,15.9,wind,"Consórcio Ventos de Santo Onofre II:
Companhia Hidro Elétrica do São Francisco – CHESF (49%)
Contour Global do Brasil Holding Ltda. (36%)
Salus Fundo de Investimento em Participações S.A. (14,9%)
Ventos de Santo Onofre Energias Renováveis S.A. (0,1%)
",2013,46.95986336,43953886,3.004846305,205,21.69376694,3.041524491,12.13,264500.8,2.342,0.043953886,PI,665967.9697,0.251515152,0.397416791
625,626,EOL Ventos de Santo Onofre III,0.015,66,Leilão 5/2013,30,16.7,16.7,wind,"Consórcio Ventos de Santo Onofre III:
Companhia Hidro Elétrica do São Francisco – CHESF (49%)
Contour Global do Brasil Holding Ltda. (36%)
Salus Fundo de Investimento em Participações S.A. (14,9%)
Ventos de Santo Onofre Energias Renováveis S.A. (0,1%)",2013,46.95986336,43953886,3.004846305,205,21.69376694,3.041524491,12.13,264500.8,2.342,0.043953886,PI,665967.9697,0.253030303,0.397416791
626,627,UTE Canto do Buriti,0.053,19,Leilão 6/2013,150,119.1,119.1,biomass,Canto do Buriti Bioeletricidade S.A.,2013,58.3646456,200429974,3.004846305,205,21.69376694,3.041524491,12.13,264500.8,2.342,0.200429974,PI,10548946,6.268421053,0.397416791
627,628,EOL Ventos de Santa Joana I,0.026,39,Leilão 9/2013,30,14.7,14.7,wind,"Consórcio Ventos de Santa Joana I: Ventos de Santa Joana Energias Renováveis S.A. (00,10%), Salus - Fundo de Investimento em Participações (04,90%), Companhia Hidro Elétrica do São Francisco – Chesf (49%) e Contour Global do Brasil Holding Ltda. (46%)",2013,53.53116994,44940222,3.004846305,205,21.69376694,3.041524491,12.13,264500.8,2.342,0.044940222,PI,1152313.385,0.376923077,0.397416791
628,629,EOL Ventos de Santa Joana III,0.026,39,Leilão 9/2013,30,14.3,13.4,wind,"Consórcio Ventos de Santa Joana III: Ventos de Santa Joana Energias Renováveis S.A. (00,10%), Salus - Fundo de Investimento em Participações (04,90%), Companhia Hidro Elétrica do São Francisco – Chesf (49%) e Contour Global do Brasil Holding Ltda. (46%)",2013,53.53116994,44940222,3.004846305,205,21.69376694,3.041524491,12.13,264500.8,2.342,0.044940222,PI,1152313.385,0.366666667,0.397416791
629,630,EOL Ventos de Santa Joana IV,0.026,39,Leilão 9/2013,30,14.2,14.2,wind,"Consórcio Ventos de Santa Joana IV: Ventos de Santa Joana Energias Renováveis S.A. (00,10%), Salus - Fundo de Investimento em Participações (04,90%), Companhia Hidro Elétrica do São Francisco – Chesf (49%) e Contour Global do Brasil Holding Ltda. (46%)",2013,53.53116994,44940222,3.004846305,205,21.69376694,3.041524491,12.13,264500.8,2.342,0.044940222,PI,1152313.385,0.364102564,0.397416791
630,631,EOL Ventos de Santa Joana V,0.026,39,Leilão 9/2013,30,14.1,14.1,wind,"Consórcio Ventos de Santa Joana V: Ventos de Santa Joana Energias Renováveis S.A. (00,10%), Salus - Fundo de Investimento em Participações (04,90%), Companhia Hidro Elétrica do São Francisco – Chesf (49%) e Contour Global do Brasil Holding Ltda. (46%)",2013,53.53116994,44940222,3.004846305,205,21.69376694,3.041524491,12.13,264500.8,2.342,0.044940222,PI,1152313.385,0.361538462,0.397416791
631,632,EOL Ventos de Santa Joana VII,0.026,39,Leilão 9/2013,30,14.8,14.8,wind,"Consórcio Ventos de Santa Joana VII: Ventos de Santa Joana Energias Renováveis S.A. (00,10%), Salus - Fundo de Investimento em Participações (04,90%), Companhia Hidro Elétrica do São Francisco – Chesf (49%) e Contour Global do Brasil Holding Ltda. (46%)",2013,53.53116994,44940222,3.004846305,205,21.69376694,3.041524491,12.13,264500.8,2.342,0.044940222,PI,1152313.385,0.379487179,0.397416791
632,633,EOL Ventos de Santo Augusto III,0.026,39,Leilão 9/2013,30,15.6,14,wind,"Consórcio Ventos de Santo Augusto III: Ventos de Santo Augusto Energias Renováveis S.A. (00,01%) e Salus - Fundo de Investimento em Participações (99,99%)",2013,53.5354398,43953886,3.004846305,205,21.69376694,3.041524491,12.13,264500.8,2.342,0.043953886,PI,1127022.718,0.4,0.397416791
633,634,EOL Ventos de Santo Augusto IV,0.026,39,Leilão 9/2013,30,15.7,15.4,wind,"Consórcio Ventos de Santo Augusto IV: Ventos de Santo Augusto Energias Renováveis S.A. (00,10%), Salus - Fundo de Investimento em Participações (04,90%), Companhia Hidro Elétrica do São Francisco – Chesf (49%) e Contour Global do Brasil Holding Ltda. (46%)",2013,53.53116994,43953886,3.004846305,205,21.69376694,3.041524491,12.13,264500.8,2.342,0.043953886,PI,1127022.718,0.402564103,0.397416791
634,635,EOL Ventos de Santo Augusto V,0.026,39,Leilão 9/2013,30,16.2,13.4,wind,"Consórcio Ventos de Santo Augusto V: Ventos de Santo Augusto Energias Renováveis S.A. (00,01%) e Salus - Fundo de Investimento em Participações (99,99%)",2013,53.5354398,43953886,3.004846305,205,21.69376694,3.041524491,12.13,264500.8,2.342,0.043953886,PI,1127022.718,0.415384615,0.397416791
635,636,PCH Morro Grande,0.008,119,Leilão 10/2013,9.8,4.38,1.1,hydro,Hidrelétrica Morro Grande Ltda.,2013,59.35098207,11569599,3.004846305,205,21.69376694,3.041524491,12.13,264500.8,2.342,0.011569599,RS,97223.52101,0.036806723,0.397416791
636,637,EOL Aura Mangueira IV,0.008,119,Leilão 10/2013,22,9.7,9.7,wind,Atlantic Energias Renováveis S.A.,2013,51.01622545,34709650,3.004846305,205,21.69376694,3.041524491,12.13,264500.8,2.342,0.03470965,RS,291677.7311,0.081512605,0.397416791
637,638,EOL Aura Mangueira VI,0.008,119,Leilão 10/2013,28,12.3,12.3,wind,Atlantic Energias Renováveis S.A.,2013,51.01622545,44175918,3.004846305,205,21.69376694,3.041524491,12.13,264500.8,2.342,0.044175918,RS,371226.2017,0.103361345,0.397416791
638,639,EOL Aura Mangueira XI,0.008,119,Leilão 10/2013,10,4.3,4.3,wind,Atlantic Energias Renováveis S.A.,2013,51.01622545,15777114,3.004846305,205,21.69376694,3.041524491,12.13,264500.8,2.342,0.015777114,RS,132580.7899,0.036134454,0.397416791
639,640,EOL Aura Mangueira XII,0.008,119,Leilão 10/2013,16,6.9,6.9,wind,Atlantic Energias Renováveis S.A.,2013,51.01622545,25243382,3.004846305,205,21.69376694,3.041524491,12.13,264500.8,2.342,0.025243382,RS,212129.2605,0.057983193,0.397416791
640,641,EOL Aura Mangueira XIII,0.008,119,Leilão 10/2013,14,6,6,wind,Atlantic Energias Renováveis S.A.,2013,51.0204953,22087959,3.004846305,205,21.69376694,3.041524491,12.13,264500.8,2.342,0.022087959,RS,185613.1008,0.050420168,0.397416791
641,642,EOL Aura Mangueira XV,0.008,119,Leilão 10/2013,18,7.9,7.9,wind,Atlantic Energias Renováveis S.A.,2013,51.01622545,28398804,3.004846305,205,21.69376694,3.041524491,12.13,264500.8,2.342,0.028398804,RS,238645.4118,0.066386555,0.397416791
642,643,PCH Cantu 2,0.053,19,Leilão 6/2013,18,9.5,9.5,hydro,Cantu Energética S.A.,2013,55.07685739,47857464,3.004846305,205,21.69376694,3.041524491,12.13,264500.8,2.342,0.047857464,PR,2518813.895,0.5,0.397416791
643,644,EOL Aura Mangueira XVII,0.008,119,Leilão 10/2013,14,5.8,5.8,wind,Atlantic Energias Renováveis S.A.,2013,51.01622545,22087959,3.004846305,205,21.69376694,3.041524491,12.13,264500.8,2.342,0.022087959,RS,185613.1008,0.048739496,0.397416791
644,645,EOL Aura Mirim IV,0.008,119,Leilão 10/2013,14,6,6,wind,Atlantic Energias Renováveis S.A.,2013,51.02476516,22087959,3.004846305,205,21.69376694,3.041524491,12.13,264500.8,2.342,0.022087959,RS,185613.1008,0.050420168,0.397416791
645,646,EOL Aura Mirim VI,0.008,119,Leilão 10/2013,8,3.4,3.4,wind,Atlantic Energias Renováveis S.A.,2013,51.01622545,12621691,3.004846305,205,21.69376694,3.041524491,12.13,264500.8,2.342,0.012621691,RS,106064.6303,0.028571429,0.397416791
646,647,EOL Aura Mirim VIII,0.008,119,Leilão 10/2013,8,3.3,3.3,wind,Atlantic Energias Renováveis S.A.,2013,51.01622545,12621691,3.004846305,205,21.69376694,3.041524491,12.13,264500.8,2.342,0.012621691,RS,106064.6303,0.027731092,0.397416791
647,648,PCH Ado Popinhak,0.008,119,Leilão 10/2013,19.3,10.44,10.4,hydro,Companhia Energética Canoas,2013,58.02732707,42569889,3.004846305,205,21.69376694,3.041524491,12.13,264500.8,2.342,0.042569889,SC,357730.1597,0.087731092,0.397416791
648,649,PCH Garça Branca,0.008,119,Leilão 10/2013,6.5,3.4,3.2,hydro,Garça Branca Energética Ltda.,2013,58.86421862,15961921,3.004846305,205,21.69376694,3.041524491,12.13,264500.8,2.342,0.015961921,SC,134133.7899,0.028571429,0.397416791
649,650,PCH Pito,0.008,119,Leilão 10/2013,4,2.3,2.3,hydro,Pinhal Geradora de Energia S.A.,2013,57.60034159,10192570,3.004846305,205,21.69376694,3.041524491,12.13,264500.8,2.342,0.01019257,SC,85651.84874,0.019327731,0.397416791
650,651,EOL Carnaúba I,0.015,66,Leilão 5/2013,22,9.4,9.1,wind,"Consórcio Carnaúba I:
Fundo de Investimento em Participações Caixa Milão (50,99%)
Furnas Centrais Elétricas S.A. (49%)
Central Geradora Eólica Carnaúba I Ltda. (0,01%)",2013,47.74551665,36095594,3.004846305,205,21.69376694,3.041524491,12.13,264500.8,2.342,0.036095594,RN,546902.9394,0.142424242,0.397416791
651,652,EOL Carnaúba II,0.015,66,Leilão 5/2013,18,7.3,7.1,wind,"Consórcio Carnaúba II:
Fundo de Investimento em Participações Caixa Milão (50,99%)
Furnas Centrais Elétricas S.A. (49%)
Central Geradora Eólica Carnaúba II Ltda. (0,01%)",2013,47.75832622,29546968,3.004846305,205,21.69376694,3.041524491,12.13,264500.8,2.342,0.029546968,RN,447681.3333,0.110606061,0.397416791
652,653,EOL Carnaúba III,0.015,66,Leilão 5/2013,16,7.5,7.1,wind,"Consórcio Carnaúba III:
Fundo de Investimento em Participações Caixa Milão (50,99%)
Furnas Centrais Elétricas S.A. (49%)
Central Geradora Eólica Carnaúba III Ltda. (0,01%)",2013,47.74978651,26450470,3.004846305,205,21.69376694,3.041524491,12.13,264500.8,2.342,0.02645047,RN,400764.697,0.113636364,0.397416791
653,654,EOL Carnaúba V,0.015,66,Leilão 5/2013,24,10.1,9.8,wind,"Consórcio Carnaúba V:
Fundo de Investimento em Participações Caixa Milão (50,99%)
Furnas Centrais Elétricas S.A. (49%)
Central Geradora Eólica Carnaúba V Ltda. (0,01%)",2013,47.7412468,39369752,3.004846305,205,21.69376694,3.041524491,12.13,264500.8,2.342,0.039369752,RN,596511.3939,0.153030303,0.397416791
654,655,EOL Cervantes I,0.015,66,Leilão 5/2013,16,7.1,6.9,wind,"Consórcio Cervantes I:
Fundo de Investimento em Participações Caixa Milão (50,99%)
Furnas Centrais Elétricas S.A. (49%)
Central Geradora Eólica Cervantes I Ltda. (0,01%)",2013,47.7412468,26272652,3.004846305,205,21.69376694,3.041524491,12.13,264500.8,2.342,0.026272652,RN,398070.4848,0.107575758,0.397416791
655,656,EOL Cervantes II,0.015,66,Leilão 5/2013,12,5.6,5.4,wind,"Consórcio Cervantes II:
Fundo de Investimento em Participações Caixa Milão (50,99%)
Furnas Centrais Elétricas S.A.(49%)
Central Geradora Eólica Cervantes II Ltda. (0,01%)",2013,47.75405636,19724048,3.004846305,205,21.69376694,3.041524491,12.13,264500.8,2.342,0.019724048,RN,298849.2121,0.084848485,0.397416791
656,657,EOL Punaú I,0.015,66,Leilão 5/2013,24,11,10.7,wind,"Consórcio Punaú I:
Fundo de Investimento em Participações Caixa Milão (50,99%)
Furnas Centrais Elétricas S.A. (49%)
Central Geradora Eólica Punaú I Ltda. (0,01%)",2013,47.7412468,39369752,3.004846305,205,21.69376694,3.041524491,12.13,264500.8,2.342,0.039369752,RN,596511.3939,0.166666667,0.397416791
657,658,UTE Santa Cândida II,0.008,119,Leilão 10/2013,55,23.1,22.8,sugar cane bagasse,"Consórcio USC II:  
Energisa S.A. (99,99 % - Líder)
Energisa Bioeletricidade Santa Cândida II S.A. (0,01 %)",2013,56.79760888,93441815,3.004846305,205,21.69376694,3.041524491,12.13,264500.8,2.342,0.093441815,SP,785225.3361,0.194117647,0.397416791
658,659,EOL Cabo Verde 4,0.015,66,Leilão 5/2013,29.9,10.1,101,wind,Enerfin do Brasil Sociedade de Energia Ltda.,2013,49.09906063,48514091,3.004846305,205,21.69376694,3.041524491,12.13,264500.8,2.342,0.048514091,RS,735061.9848,0.153030303,0.397416791
659,660,EOL Cabo Verde 5,0.015,66,Leilão 5/2013,16.1,5.4,5.4,wind,Enerfin do Brasil Sociedade de Energia Ltda.,2013,49.06063194,26122972,3.004846305,205,21.69376694,3.041524491,12.13,264500.8,2.342,0.026122972,RS,395802.6061,0.081818182,0.397416791
660,661,EOL Granja Vargas 2,0.015,66,Leilão 5/2013,18.4,6.5,6.5,wind,Enerfin do Brasil Sociedade de Energia Ltda.,2013,49.06063194,29854825,3.004846305,205,21.69376694,3.041524491,12.13,264500.8,2.342,0.029854825,RS,452345.8333,0.098484848,0.397416791
661,662,EOL Granja Vargas 3,0.015,66,Leilão 5/2013,16.1,5.6,5.6,wind,Enerfin do Brasil Sociedade de Energia Ltda.,2013,49.06063194,26122972,3.004846305,205,21.69376694,3.041524491,12.13,264500.8,2.342,0.026122972,RS,395802.6061,0.084848485,0.397416791
662,663,EOL Capão do Inglês,0.026,39,Leilão 9/2013,10,3.9,2.8,wind,"Consórcio Capão do Inglês: Eletrosul Centrais Elétricas S.A. (99,99%) e Renobrax Energias Renováveis Ltda. (00,01%)",2013,53.80017079,23005777,3.004846305,205,21.69376694,3.041524491,12.13,264500.8,2.342,0.023005777,RS,589891.7179,0.1,0.397416791
663,664,EOL Chuí 09,0.026,39,Leilão 9/2013,20,7.8,5.5,wind,"Consórcio Chuí 09: Eletrosul Centrais Elétricas S.A. (99,99%) e Renobrax Energias Renováveis Ltda. (00,01%)",2013,52.90350128,41045751,3.004846305,205,21.69376694,3.041524491,12.13,264500.8,2.342,0.041045751,RS,1052455.154,0.2,0.397416791
664,665,EOL Coxilha Seca,0.026,39,Leilão 9/2013,30,11.8,8.3,wind,"Consórcio Coxilha Seca: Eletrosul Centrais Elétricas S.A. (99,99%) e Renobrax Energias Renováveis Ltda. (00,01%)",2013,53.80017079,56518753,3.004846305,205,21.69376694,3.041524491,12.13,264500.8,2.342,0.056518753,RS,1449198.795,0.302564103,0.397416791
665,666,EOLCurupira,0.026,39,Leilão 9/2013,25,9.6,9.2,wind,"Consórcio Curupira: Companhia Estadual de Geração e Transmissão de Energia Elétrica (99,99%) e Central Geradora Eólica Curupira Ltda. (00,01%)",2013,53.75747225,41007050,3.004846305,205,21.69376694,3.041524491,12.13,264500.8,2.342,0.04100705,RS,1051462.821,0.246153846,0.397416791
666,667,EOL Pontal 2A,0.026,39,Leilão 9/2013,21.6,7.1,7.1,wind,Enerplan Energia Eólica IV S.A.,2013,53.75747225,41572161,3.004846305,205,21.69376694,3.041524491,12.13,264500.8,2.342,0.041572161,RS,1065952.846,0.182051282,0.397416791
667,668,EOL Fazenda Vera Cruz,0.026,39,Leilão 9/2013,22.5,8.5,8.2,wind,"Consórcio Fazenda Vera Cruz: Companhia Estadual de Geração e Transmissão de Energia Elétrica (99,99%) e Central Geradora Eólica Fazenda Vera Cruz Ltda (00,01%)",2013,53.75747225,36914172,3.004846305,205,21.69376694,3.041524491,12.13,264500.8,2.342,0.036914172,RS,946517.2308,0.217948718,0.397416791
668,669,EOL Galpões,0.026,39,Leilão 9/2013,8,3,2.1,wind,"Consórcio Galpões: Eletrosul Centrais Elétricas S.A. (99,99%) e Renobrax Energias Renováveis Ltda. (00,01%)",2013,53.80017079,19630999,3.004846305,205,21.69376694,3.041524491,12.13,264500.8,2.342,0.019630999,RS,503358.9487,0.076923077,0.397416791
669,670,EOL Povo Novo,0.026,39,Leilão 9/2013,7.5,2.9,2.9,wind,"Consórcio Povo Novo: Companhia Estadual de Geração e Transmissão de Energia Elétrica (99,99%) e Central Geradora Eólica Povo Novo Ltda. (00,01%)",2013,53.75747225,13912746,3.004846305,205,21.69376694,3.041524491,12.13,264500.8,2.342,0.013912746,RS,356737.0769,0.074358974,0.397416791
670,671,EOL Verace 24,0.026,39,Leilão 9/2013,22,9.2,6.5,wind,"Consórcio Verace 24: Eletrosul Centrais Elétricas S.A. (99,99%) e Renobrax Energias Renováveis Ltda. (00,01%)",2013,52.90350128,45150320,3.004846305,205,21.69376694,3.041524491,12.13,264500.8,2.342,0.04515032,RS,1157700.513,0.235897436,0.397416791
671,672,EOL Verace 25,0.026,39,Leilão 9/2013,8,3.3,2.4,wind,"Consórcio Verace 25: Eletrosul Centrais Elétricas S.A. (99,99%) e Renobrax Energias Renováveis Ltda. (00,01%)",2013,52.90350128,16418296,3.004846305,205,21.69376694,3.041524491,12.13,264500.8,2.342,0.016418296,RS,420981.9487,0.084615385,0.397416791
672,673,EOL Verace 26,0.026,39,Leilão 9/2013,16,7,4.9,wind,"Consórcio Verace 26: Eletrosul Centrais Elétricas S.A. (99,99%) e Renobrax Energias Renováveis Ltda. (00,01%)",2013,52.90350128,32836597,3.004846305,205,21.69376694,3.041524491,12.13,264500.8,2.342,0.032836597,RS,841964.0256,0.179487179,0.397416791
673,674,EOL Verace 27,0.026,39,Leilão 9/2013,18,7.9,5.6,wind,"Consórcio Verace 27: Eletrosul Centrais Elétricas S.A. (99,99%) e Renobrax Energias Renováveis Ltda. (00,01%)",2013,52.90350128,36941178,3.004846305,205,21.69376694,3.041524491,12.13,264500.8,2.342,0.036941178,RS,947209.6923,0.202564103,0.397416791
674,675,EOL Verace 28,0.026,39,Leilão 9/2013,14,5.9,4.2,wind,"Consórcio Verace 28: Eletrosul Centrais Elétricas S.A. (99,99%) e Renobrax Energias Renováveis Ltda. (00,01%)",2013,52.90350128,28732024,3.004846305,205,21.69376694,3.041524491,12.13,264500.8,2.342,0.028732024,RS,736718.5641,0.151282051,0.397416791
675,676,EOL Verace 29,0.026,39,Leilão 9/2013,20,8.3,5.9,wind,"Consórcio Verace 29: Eletrosul Centrais Elétricas S.A. (99,99%) e Renobrax Energias Renováveis Ltda. (00,01%)",2013,52.90350128,41045751,3.004846305,205,21.69376694,3.041524491,12.13,264500.8,2.342,0.041045751,RS,1052455.154,0.212820513,0.397416791
676,677,EOL Verace 30,0.026,39,Leilão 9/2013,20,8.2,5.8,wind,"Consórcio Verace 30: Eletrosul Centrais Elétricas S.A. (99,99%) e Renobrax Energias Renováveis Ltda. (00,01%)",2013,52.90350128,41045751,3.004846305,205,21.69376694,3.041524491,12.13,264500.8,2.342,0.041045751,RS,1052455.154,0.21025641,0.397416791
677,678,EOL Verace 31,0.026,39,Leilão 9/2013,10,4.2,3,wind,"Consórcio Verace 31: Eletrosul Centrais Elétricas S.A. (99,99%) e Renobrax Energias Renováveis Ltda. (00,01%)",2013,52.90350128,20522869,3.004846305,205,21.69376694,3.041524491,12.13,264500.8,2.342,0.020522869,RS,526227.4103,0.107692308,0.397416791
